CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
13301,104,4,587.49,2,4,3,243
13302,156,1,63.75,2,1,1,211
13304,352,1,275.7,1,1,2,112
13305,5,10,1592.86,5,5,4,554
13307,121,1,15.0,2,1,1,211
13308,23,3,1175.63,4,3,4,434
13309,8,5,1399.73,5,4,4,544
13310,29,3,1132.03,4,3,4,434
13311,5,2,488.57000000000005,5,2,3,523
13313,23,5,1475.1200000000001,4,4,4,444
13314,2,3,775.94,5,3,3,533
13316,38,4,685.49,3,4,3,343
13317,67,6,2232.88,3,5,5,355
13318,2,3,531.44,5,3,3,533
13319,6,26,10179.79,5,5,5,555
13320,79,4,1532.2,2,4,4,244
13321,87,1,259.04,2,1,2,212
13322,18,1,199.48000000000002,4,1,1,411
13323,4,5,583.85,5,4,3,543
13324,37,9,2283.75,3,5,5,355
13325,82,1,471.3,2,1,3,213
13327,39,8,2763.27,3,5,5,355
13328,317,1,235.68,1,1,2,112
13329,32,2,443.87999999999994,4,2,3,423
13330,93,3,1005.3299999999999,2,3,4,234
13332,15,1,350.9,5,1,2,512
13334,83,3,3420.7200000000003,2,3,5,235
13336,78,1,781.2,2,1,4,214
13338,158,1,447.42,2,1,3,213
13339,201,1,860.12,1,1,4,114
13340,46,6,2440.96,3,5,5,355
13341,261,1,775.85,1,1,3,113
13343,178,1,353.43,2,1,2,212
13344,68,3,2511.69,3,3,5,335
13345,288,1,389.5,1,1,2,112
13347,71,1,198.79999999999998,3,1,1,311
13348,65,1,233.76,3,1,2,312
13349,11,1,247.32,5,1,2,512
13350,17,2,979.12,4,2,4,424
13351,67,1,373.94,3,1,2,312
13352,61,1,397.97999999999996,3,1,2,312
13354,72,1,701.41,3,1,3,313
13355,123,1,633.9,2,1,3,213
13356,81,1,768.24,2,1,3,213
13357,258,1,568.6,1,1,3,113
13358,269,1,420.31,1,1,3,113
13359,64,1,439.56,3,1,3,313
13362,10,4,3029.14,5,4,5,545
13363,18,2,959.74,4,2,4,424
13364,72,1,134.95999999999998,3,1,1,311
13365,34,2,2225.37,3,2,5,325
13368,257,2,609.48,1,2,3,123
13369,366,1,268.28000000000003,1,1,2,112
13370,372,1,740.95,1,1,3,113
13372,90,1,378.64,2,1,2,212
13373,61,3,3165.67,3,3,5,335
13375,89,1,657.9300000000001,2,1,3,213
13376,100,3,1019.76,2,3,4,234
13379,27,3,572.56,4,3,3,433
13381,32,6,3519.55,4,5,5,455
13382,281,1,222.99,1,1,2,112
13384,31,7,3150.91,4,5,5,455
13385,330,1,534.57,1,1,3,113
13388,132,2,677.1,2,2,3,223
13389,12,3,797.96,5,3,4,534
13390,75,1,424.08,2,1,3,213
13391,204,1,59.8,1,1,1,111
13394,2,8,2030.54,5,5,5,555
13395,186,1,299.08,1,1,2,112
13396,30,2,1178.0900000000001,4,2,4,424
13397,73,5,1381.41,2,4,4,244
13398,193,1,443.42,1,1,3,113
13402,128,2,621.23,2,2,3,223
13403,18,1,30.0,4,1,1,411
13404,2,2,252.49,5,2,2,522
13405,75,3,572.451,2,3,3,233
13408,2,53,10926.1,5,5,5,555
13410,25,4,588.34,4,4,3,443
13411,108,1,213.55,2,1,2,212
13414,134,2,568.5,2,2,3,223
13416,44,2,712.5,3,2,3,323
13417,5,2,640.83,5,2,3,523
13418,12,18,5530.61,5,5,5,555
13419,64,1,221.06,3,1,2,312
13420,150,2,159.85,2,2,1,221
13421,41,2,1579.79,3,2,4,324
13422,65,1,2574.1,3,1,5,315
13425,109,3,1157.65,2,3,4,234
13426,1,10,3098.12,5,5,5,555
13427,20,3,465.24,4,3,3,433
13428,11,1,201.78,5,1,1,511
13429,11,4,829.44,5,4,4,544
13430,19,2,642.25,4,2,3,423
13431,68,2,1003.9,3,2,4,324
13434,75,2,179.04000000000002,2,2,1,221
13435,6,7,2114.16,5,5,5,555
13436,2,1,196.89,5,1,1,511
13437,15,7,3204.06,5,5,5,555
13439,256,1,273.27,1,1,2,112
13441,92,1,195.36,2,1,1,211
13447,24,3,1129.14,4,3,4,434
13448,17,6,3384.85,4,5,5,455
13449,24,1,291.88,4,1,2,412
13450,27,6,1272.48,4,5,4,454
13451,27,5,2847.2599999999998,4,4,5,445
13452,260,2,590.0,1,2,3,123
13453,166,2,356.97999999999996,2,2,2,222
13455,25,2,1058.34,4,2,4,424
13456,18,6,1351.72,4,5,4,454
13458,8,14,7949.17,5,5,5,555
13460,30,2,183.44,4,2,1,421
13461,39,3,329.8,3,3,2,332
13462,253,1,151.5,1,1,1,111
13464,59,1,674.68,3,1,3,313
13466,185,1,243.1,1,1,2,112
13467,11,2,1071.91,5,2,4,524
13468,2,37,5035.49,5,5,5,555
13470,100,2,165.0,2,2,1,221
13471,2,4,2470.64,5,4,5,545
13473,61,2,412.56,3,2,2,322
13474,237,1,226.84,1,1,2,112
13475,192,4,1355.46,1,4,4,144
13476,179,2,1197.67,2,2,4,224
13477,38,6,1412.34,3,5,4,354
13479,201,2,300.95,1,2,2,122
13481,46,5,1763.76,3,4,5,345
13482,233,1,184.64,1,1,1,111
13483,66,1,140.34,3,1,1,311
13484,242,1,313.8,1,1,2,112
13485,234,1,430.84,1,1,3,113
13486,79,3,1114.85,2,3,4,234
13487,58,3,575.4,3,3,3,333
13488,18,13,8222.03,4,5,5,455
13489,106,3,175.44,2,3,1,231
13491,52,10,1189.54,3,5,4,354
13492,137,3,1269.84,2,3,4,234
13493,276,2,160.35,1,2,1,121
13494,312,1,296.1,1,1,2,112
13495,8,5,1716.07,5,4,5,545
13496,11,2,653.33,5,2,3,523
13497,283,2,348.05,1,2,2,122
13499,18,5,662.99,4,4,3,443
13500,24,3,1122.25,4,3,4,434
13501,289,1,1064.92,1,1,4,114
13502,17,3,292.0,4,3,2,432
13503,72,1,216.85,3,1,2,312
13504,65,1,295.93,3,1,2,312
13505,73,4,4276.46,2,4,5,245
13506,317,2,421.2,1,2,3,123
13507,4,4,2420.96,5,4,5,545
13508,244,1,110.97,1,1,1,111
13509,9,6,677.6800000000001,5,5,3,553
13510,2,4,1722.92,5,4,5,545
13512,261,1,251.21,1,1,2,112
13513,127,1,145.1,2,1,1,211
13514,74,1,152.20000000000002,2,1,1,211
13515,73,4,891.12,2,4,4,244
13516,22,3,635.41,4,3,3,433
13517,60,3,2080.54,3,3,5,335
13518,86,1,613.24,2,1,3,213
13519,79,1,122.75,2,1,1,211
13520,59,6,2254.25,3,5,5,355
13521,2,3,1071.73,5,3,4,534
13522,31,1,125.80000000000001,4,1,1,411
13523,34,5,3573.08,3,4,5,345
13524,41,5,610.94,3,4,3,343
13525,15,1,113.9,5,1,1,511
13527,34,7,2164.0,3,5,5,355
13529,79,2,307.76,2,2,2,222
13531,206,2,483.8,1,2,3,123
13532,34,1,210.31,3,1,2,312
13533,183,3,269.09,1,3,2,132
13534,3,25,5870.08,5,5,5,555
13536,2,7,2773.96,5,5,5,555
13538,44,7,1280.85,3,5,4,354
13539,86,3,617.4200000000001,2,3,3,233
13544,40,2,276.06,3,2,2,322
13546,13,3,621.09,5,3,3,533
13548,97,2,617.14,2,2,3,223
13549,26,7,897.4,4,5,4,454
13551,320,1,91.80000000000001,1,1,1,111
13552,67,12,2988.65,3,5,5,355
13555,74,4,2552.54,2,4,5,245
13557,29,2,524.06,4,2,3,423
13558,6,4,594.52,5,4,3,543
13560,8,1,171.42000000000002,5,1,1,511
13561,216,1,60.26,1,1,1,111
13562,82,3,1780.6100000000001,2,3,5,235
13563,85,2,684.23,2,2,3,223
13564,145,3,1683.63,2,3,5,235
13565,20,2,240.22,4,2,2,422
13566,41,2,856.84,3,2,4,324
13568,174,1,187.05,2,1,1,211
13569,18,2,338.62,4,2,2,422
13570,244,1,239.49,1,1,2,112
13571,13,12,2074.44,5,5,5,555
13572,206,1,821.13,1,1,4,114
13573,51,2,267.21,3,2,2,322
13575,24,5,732.0699999999999,4,4,3,443
13576,11,17,2032.66,5,5,5,555
13577,26,4,1687.6000000000001,4,4,5,445
13579,15,2,426.24,5,2,3,523
13581,310,1,118.0,1,1,1,111
13583,156,1,710.95,2,1,3,213
13584,307,1,142.4,1,1,1,111
13587,64,1,533.4,3,1,3,313
13588,16,9,2382.71,4,5,5,455
13589,15,2,379.65,5,2,2,522
13590,12,6,1443.0,5,5,4,554
13591,65,3,1117.13,3,3,4,334
13592,36,4,247.95999999999998,3,4,2,342
13593,109,5,2011.88,2,4,5,245
13594,53,1,396.97,3,1,2,312
13596,6,2,664.11,5,2,3,523
13598,48,1,160.04,3,1,1,311
13599,2,21,4248.36,5,5,5,555
13600,313,1,167.02,1,1,1,111
13601,46,2,663.08,3,2,3,323
13602,65,1,398.65000000000003,3,1,2,312
13603,27,1,164.34,4,1,1,411
13606,30,2,176.13,4,2,1,421
13607,41,1,675.51,3,1,3,313
13610,13,7,1082.33,5,5,4,554
13611,90,3,988.5600000000001,2,3,4,234
13614,25,4,1585.46,4,4,4,444
13615,319,1,417.69,1,1,3,113
13617,41,3,514.54,3,3,3,333
13618,174,1,154.54,2,1,1,211
13621,117,1,209.85,2,1,2,212
13623,31,5,673.66,4,4,3,443
13626,253,1,257.23,1,1,2,112
13627,60,5,1348.43,3,4,4,344
13629,143,1,336.36,2,1,2,212
13630,6,7,949.74,5,5,4,554
13631,100,6,492.5,2,5,3,253
13632,25,5,2031.57,4,4,5,445
13634,34,5,1547.3600000000001,3,4,4,344
13635,68,1,1071.03,3,1,4,314
13636,37,5,942.28,3,4,4,344
13637,53,3,804.3,3,3,4,334
13638,16,1,122.64,4,1,1,411
13639,75,1,646.34,2,1,3,213
13642,216,1,312.28,1,1,2,112
13643,32,3,519.44,4,3,3,433
13644,17,4,2365.54,4,4,5,445
13645,121,1,50.5,2,1,1,211
13647,10,4,1383.02,5,4,4,544
13649,257,2,346.6,1,2,2,122
13650,17,6,1836.34,4,5,5,455
13651,36,2,94.2,3,2,1,321
13652,46,3,1067.24,3,3,4,334
13654,44,6,2538.87,3,5,5,355
13655,115,2,900.57,2,2,4,224
13656,165,2,339.69,2,2,2,222
13657,11,2,336.0,5,2,2,522
13658,10,5,2625.25,5,4,5,545
13659,206,2,1441.32,1,2,4,124
13662,86,3,857.86,2,3,4,234
13663,180,1,189.47,2,1,1,211
13666,61,3,84.65,3,3,1,331
13667,150,1,299.05,2,1,2,212
13668,3,21,4790.55,5,5,5,555
13669,51,2,172.95,3,2,1,321
13670,76,1,349.7,2,1,2,212
13672,302,2,186.39000000000001,1,2,1,121
13673,19,2,387.44,4,2,2,422
13675,152,2,473.38,2,2,3,223
13678,152,1,72.56,2,1,1,211
13680,2,4,2193.64,5,4,5,545
13681,18,4,827.83,4,4,4,444
13682,188,1,59.5,1,1,1,111
13684,286,1,65.13,1,1,1,111
13685,4,4,20.92,5,4,1,541
13686,183,1,72.0,1,1,1,111
13689,64,1,15.0,3,1,1,311
13690,60,1,172.25,3,1,1,311
13692,25,3,843.44,4,3,4,434
13694,4,20,3371.0099999999998,5,5,5,555
13695,32,13,1709.53,4,5,5,455
13697,39,1,151.29999999999998,3,1,1,311
13699,156,1,308.58000000000004,2,1,2,212
13700,27,10,1848.63,4,5,5,455
13703,319,1,99.5,1,1,1,111
13704,6,9,2259.1,5,5,5,555
13705,8,3,657.78,5,3,3,533
13706,303,1,330.79,1,1,2,112
13707,268,2,746.41,1,2,3,123
13708,272,1,271.41,1,1,2,112
13709,4,13,5664.45,5,5,5,555
13710,32,1,94.56,4,1,1,411
13711,219,2,252.06,1,2,2,122
13712,247,1,88.2,1,1,1,111
13715,282,5,1063.95,1,4,4,144
13716,270,1,138.28,1,1,1,111
13717,33,6,1219.97,4,5,4,454
13718,247,2,296.55,1,2,2,122
13719,16,5,931.16,4,4,4,444
13720,117,4,720.7,2,4,3,243
13721,37,1,524.14,3,1,3,313
13722,132,3,2314.9300000000003,2,3,5,235
13723,218,1,199.85000000000002,1,1,1,111
13725,50,8,1943.1200000000001,3,5,5,355
13726,39,2,429.11999999999995,3,2,3,323
13727,29,2,333.48,4,2,2,422
13728,37,6,1016.14,3,5,4,354
13730,136,2,729.1999999999999,2,2,3,223
13731,220,2,610.59,1,2,3,123
13732,29,1,491.86,4,1,3,413
13735,25,4,2816.34,4,4,5,445
13736,6,2,729.8,5,2,3,523
13737,201,1,265.65,1,1,2,112
13739,19,1,125.10000000000001,4,1,1,411
13740,241,1,266.51,1,1,2,112
13741,72,3,668.4300000000001,3,3,3,333
13742,17,12,3079.91,4,5,5,455
13743,3,7,805.1999999999999,5,5,4,554
13744,96,2,975.76,2,2,4,224
13745,163,1,241.35999999999999,2,1,2,212
13747,374,1,79.6,1,1,1,111
13748,96,4,438.25,2,4,3,243
13750,54,3,387.98,3,3,2,332
13751,289,1,131.25,1,1,1,111
13752,125,6,856.54,2,5,4,254
13753,288,1,710.66,1,1,3,113
13754,152,2,173.39999999999998,2,2,1,221
13755,4,9,2030.66,5,5,5,555
13756,3,13,2979.44,5,5,5,555
13758,12,7,2201.59,5,5,5,555
13759,34,2,501.49,3,2,3,323
13760,55,2,286.79,3,2,2,322
13761,51,2,1070.65,3,2,4,324
13762,219,1,133.2,1,1,1,111
13763,64,1,308.40000000000003,3,1,2,312
13764,71,3,1519.42,3,3,4,334
13767,3,37,9986.460000000001,5,5,5,555
13769,3,10,2355.87,5,5,5,555
13771,65,4,2330.9700000000003,3,4,5,345
13772,34,3,1122.63,3,3,4,334
13774,82,1,345.0,2,1,2,212
13777,9,20,3356.44,5,5,5,555
13778,104,1,178.7,2,1,1,211
13780,8,2,274.21,5,3,2,532
13781,251,1,127.84,1,1,1,111
13782,13,6,895.42,5,5,4,554
13784,114,5,511.71,2,4,3,243
13786,368,1,148.8,1,1,1,111
13787,76,2,269.8,2,3,2,232
13790,5,1,236.84,5,1,2,512
13792,67,2,195.55,3,3,1,331
13798,8,24,2580.11,5,5,5,555
13799,117,2,688.86,2,3,3,233
13800,310,1,558.32,1,1,3,113
13801,67,1,324.8,3,1,2,312
13802,139,3,1541.02,2,3,4,234
13803,256,1,277.07,1,1,2,112
13804,31,7,2485.79,4,5,5,455
13806,64,1,256.38,3,1,2,312
13807,368,1,112.6,1,1,1,111
13808,6,5,1490.26,5,4,4,544
13809,306,1,155.05,1,1,1,111
13810,29,3,1499.01,4,3,4,434
13811,184,3,814.5,1,3,4,134
13812,43,3,539.0,3,3,3,333
13813,40,4,1366.8600000000001,3,4,4,344
13814,93,2,1492.72,2,3,4,234
13815,23,4,3566.76,4,4,5,445
13816,24,2,548.27,4,3,3,433
13817,30,2,382.98,4,3,2,432
13819,302,3,650.25,1,3,3,133
13821,145,2,385.64,2,3,2,232
13822,6,2,504.09999999999997,5,3,3,533
13823,19,2,865.86,4,3,4,434
13824,33,5,1301.06,4,4,4,444
13826,177,1,189.5,2,1,1,211
13827,58,3,409.8,3,3,2,332
13828,23,1,168.45,4,1,1,411
13831,17,5,1031.93,4,4,4,444
13832,20,1,52.199999999999996,4,1,1,411
13833,160,1,383.85,2,1,2,212
13835,26,4,834.57,4,4,4,444
13837,212,2,221.59,1,3,2,132
13838,6,4,674.82,5,4,3,543
13842,59,9,3311.1,3,5,5,355
13844,12,1,361.62,5,1,2,512
13845,65,1,157.86,3,1,1,311
13846,25,3,865.0600000000001,4,3,4,434
13849,52,2,1537.95,3,3,4,334
13850,130,1,1595.48,2,1,4,214
13851,96,3,1606.98,2,3,4,234
13853,58,1,971.7,3,1,4,314
13854,9,24,5991.12,5,5,5,555
13856,169,3,120.3,2,3,1,231
13858,58,1,216.17,3,1,2,312
13859,327,1,201.16,1,1,1,111
13860,2,5,1236.78,5,4,4,544
13862,19,8,2182.96,4,5,5,455
13863,248,1,305.78,1,1,2,112
13865,59,4,501.56,3,4,3,343
13866,75,1,145.67000000000002,2,1,1,211
13867,32,3,1005.09,4,3,4,434
13868,39,1,488.82,3,1,3,313
13869,124,4,3053.05,2,4,5,245
13870,3,8,2008.44,5,5,5,555
13871,23,13,6198.05,4,5,5,455
13873,120,3,389.6,2,3,2,232
13874,359,1,458.85,1,1,3,113
13875,54,5,1568.8700000000001,3,4,4,344
13876,64,1,122.7,3,1,1,311
13877,87,1,17.4,2,1,1,211
13878,55,1,1243.73,3,1,4,314
13880,22,13,3189.53,4,5,5,455
13881,18,13,3553.76,4,5,5,455
13882,3,5,1010.69,5,4,4,544
13883,11,5,2592.88,5,4,5,545
13884,8,5,718.3000000000001,5,4,3,543
13885,190,2,506.8,1,3,3,133
13886,72,1,243.56,3,1,2,312
13887,205,1,349.55,1,1,2,112
13888,120,2,595.67,2,3,3,233
13889,93,1,416.90000000000003,2,1,3,213
13890,2,10,1883.8100000000002,5,5,5,555
13892,27,4,410.01,4,4,2,442
13893,298,1,372.3,1,1,2,112
13894,24,2,443.3,4,3,3,433
13895,29,4,2243.4700000000003,4,4,5,445
13897,51,1,311.16,3,1,2,312
13898,326,1,155.93,1,1,1,111
13899,17,2,388.52,4,3,2,432
13900,184,3,638.95,1,3,3,133
13901,73,5,2644.48,2,4,5,245
13904,38,2,332.64,3,3,2,332
13908,80,4,2097.35,2,4,5,245
13911,145,8,2064.91,2,5,5,255
13914,12,2,617.33,5,3,3,533
13917,50,2,272.04,3,3,2,332
13918,50,2,585.0,3,3,3,333
13919,60,2,384.81,3,3,2,332
13922,352,1,159.65,1,1,1,111
13923,54,1,351.13,3,1,2,312
13924,2,6,1698.75,5,5,5,555
13925,93,4,645.05,2,4,3,243
13926,24,1,223.85000000000002,4,1,2,412
13927,75,1,348.99,2,1,2,212
13928,11,4,464.57,5,4,3,543
13929,170,2,444.65,2,3,3,233
13930,58,2,337.34,3,3,2,332
13931,96,2,956.13,2,3,4,234
13932,295,1,307.4,1,1,2,112
13933,110,2,608.7900000000001,2,3,3,233
13934,264,1,922.1,1,1,4,114
13936,180,1,369.74,2,1,2,212
13937,170,1,128.25,2,1,1,211
13938,36,1,71.66,3,1,1,311
13939,24,3,491.87,4,3,3,433
13940,18,4,778.66,4,4,3,443
13941,22,5,1556.88,4,4,4,444
13946,80,3,57.33,2,3,1,231
13947,66,1,90.6,3,1,1,311
13948,361,1,102.0,1,1,1,111
13949,3,6,2119.84,5,5,5,555
13950,12,4,663.46,5,4,3,543
13951,177,3,613.49,2,3,3,233
13952,218,2,3109.511,1,3,5,135
13953,8,2,265.68,5,3,2,532
13954,2,2,439.92,5,3,3,533
13955,155,2,322.96,2,3,2,232
13956,6,5,955.14,5,4,4,544
13959,80,3,594.04,2,3,3,233
13960,22,2,230.22,4,3,2,432
13962,22,2,169.55,4,3,1,431
13963,309,4,589.42,1,4,3,143
13967,146,1,35.7,2,1,1,211
13969,8,18,7380.53,5,5,5,555
13971,19,8,2596.26,4,5,5,455
13972,71,2,190.25,3,3,1,331
13973,288,1,264.7,1,1,2,112
13974,50,1,413.59000000000003,3,1,3,313
13975,32,6,2387.8,4,5,5,455
13976,207,1,339.26,1,1,2,112
13978,15,2,132.53,5,3,1,531
13979,74,1,869.87,2,1,4,214
13980,61,1,181.58,3,1,1,311
13982,40,4,1480.25,3,4,4,344
13983,40,11,2392.95,3,5,5,355
13984,27,4,277.43,4,4,2,442
13985,5,15,6895.13,5,5,5,555
13986,18,1,186.06,4,1,1,411
13988,20,6,3892.12,4,5,5,455
13989,66,2,524.56,3,3,3,333
13990,214,1,292.58,1,1,2,112
13991,13,6,721.84,5,5,3,553
13992,31,1,76.8,4,1,1,411
13993,43,9,3262.36,3,5,5,355
13994,4,6,2243.54,5,5,5,555
13995,16,5,1393.69,4,4,4,444
13999,11,12,3748.41,5,5,5,555
14000,212,1,262.2,1,1,2,112
14001,46,3,992.4,3,3,4,334
14002,135,2,462.05,2,3,3,233
14004,44,7,3657.06,3,5,5,355
14005,10,5,1713.9,5,4,5,545
14006,116,3,519.55,2,3,3,233
14009,199,2,695.61,1,3,3,133
14012,278,1,328.8,1,1,2,112
14013,111,3,435.58,2,3,3,233
14014,78,1,304.42,2,1,2,212
14015,53,1,607.62,3,1,3,313
14016,162,4,3813.67,2,4,5,245
14019,47,3,1040.4099999999999,3,3,4,334
14020,17,2,628.76,4,3,3,433
14021,156,3,631.9,2,3,3,233
14022,226,1,396.8,1,1,2,112
14023,8,2,560.6700000000001,5,3,3,533
14024,122,2,327.7,2,3,2,232
14027,61,1,104.82,3,1,1,311
14029,64,2,417.66,3,3,3,333
14030,19,8,2348.4,4,5,5,455
14031,8,17,9139.960000000001,5,5,5,555
14032,3,11,2446.5099999999998,5,5,5,555
14034,23,3,477.59,4,3,3,433
14035,29,5,1008.42,4,4,4,444
14036,285,1,626.65,1,1,3,113
14037,177,2,147.20000000000002,2,3,1,231
14038,79,3,1560.38,2,3,4,234
14039,34,1,82.6,3,1,1,311
14040,41,12,3086.26,3,5,5,355
14041,267,1,141.41,1,1,1,111
14044,27,4,646.42,4,4,3,443
14046,285,1,47.71,1,1,1,111
14047,9,5,1015.45,5,4,4,544
14048,306,1,399.85,1,1,2,112
14049,17,4,5176.94,4,4,5,445
14050,32,2,746.36,4,3,3,433
14051,1,23,11962.51,5,5,5,555
14052,20,1,225.36,4,1,2,412
14053,160,1,41.75,2,1,1,211
14054,66,1,92.46,3,1,1,311
14055,107,1,241.04,2,1,2,212
14056,2,23,8105.91,5,5,5,555
14057,24,16,4487.12,4,5,5,455
14059,267,1,132.6,1,1,1,111
14060,5,16,2714.02,5,5,5,555
14062,10,9,2340.89,5,5,5,555
14064,30,5,791.7,4,4,4,444
14066,267,1,152.55,1,1,1,111
14067,64,2,326.94,3,3,2,332
14068,321,1,265.85,1,1,2,112
14071,4,8,1419.03,5,5,4,554
14073,33,1,151.04,4,1,1,411
14075,5,3,792.14,5,3,4,534
14076,130,1,118.67,2,1,1,211
14077,41,5,413.5,3,4,3,343
14078,102,6,1049.37,2,5,4,254
14079,125,1,189.1,2,1,1,211
14080,33,1,45.599999999999994,4,1,1,411
14081,303,2,906.5,1,3,4,134
14082,365,1,158.85,1,1,1,111
14083,5,8,988.5,5,5,4,554
14085,3,18,4178.05,5,5,5,555
14087,3,1,185.17,5,1,1,511
14088,11,13,27597.28,5,5,5,555
14089,57,1,127.55,3,1,1,311
14092,8,14,4058.01,5,5,5,555
14093,13,1,411.9,5,1,2,512
14096,5,17,61295.62,5,5,5,555
14098,37,1,147.35,3,1,1,311
14099,17,11,2851.81,4,5,5,455
14100,138,1,191.95000000000002,2,1,1,211
14101,295,1,2.95,1,1,1,111
14102,6,5,595.88,5,4,3,543
14104,155,2,216.20999999999998,2,3,2,232
14105,240,1,1252.79,1,1,4,114
14107,52,7,2569.67,3,5,5,355
14108,31,2,597.91,4,3,3,433
14109,73,1,144.2,2,1,1,211
14110,37,10,2977.87,3,5,5,355
14111,15,3,78.3,5,3,1,531
14112,23,7,2701.31,4,5,5,455
14113,4,4,644.02,5,4,3,543
14114,274,2,386.53,1,3,2,132
14116,20,5,1309.94,4,4,4,444
14117,144,1,90.0,2,1,1,211
14121,4,4,2630.51,5,4,5,545
14125,11,3,2720.63,5,3,5,535
14126,11,1,213.35000000000002,5,1,2,512
14127,123,3,709.71,2,3,3,233
14128,61,2,637.5,3,3,3,333
14129,2,5,1077.06,5,4,4,544
14130,320,1,440.11,1,1,3,113
14132,3,11,2761.97,5,5,5,555
14133,130,3,575.04,2,3,3,233
14135,2,15,2950.79,5,5,5,555
14138,2,2,965.8800000000001,5,3,4,534
14139,47,1,302.18,3,1,2,312
14140,4,2,925.93,5,3,4,534
14141,3,4,915.13,5,4,4,544
14142,374,1,297.95,1,1,2,112
14143,134,1,115.8,2,1,1,211
14146,9,5,3676.8,5,4,5,545
14147,79,2,401.8,2,3,2,232
14148,234,1,157.2,1,1,1,111
14149,221,1,446.62,1,1,3,113
14150,36,2,584.74,3,3,3,333
14152,76,2,602.57,2,3,3,233
14154,240,2,1345.62,1,3,4,134
14155,267,1,118.75,1,1,1,111
14156,10,45,26946.71,5,5,5,555
14157,20,2,404.73,4,3,2,432
14158,41,1,471.18,3,1,3,313
14159,20,11,4587.03,4,5,5,455
14161,216,3,1097.6200000000001,1,3,4,134
14162,174,2,248.56,2,3,2,232
14163,88,4,1502.91,2,4,4,244
14164,81,1,374.4,2,1,2,212
14165,276,1,120.44,1,1,1,111
14167,40,4,562.59,3,4,3,343
14171,99,1,363.79,2,1,2,212
14173,11,4,315.84000000000003,5,4,2,542
14174,34,1,134.46,3,1,1,311
14175,60,3,3198.9,3,3,5,335
14176,298,4,576.9000000000001,1,4,3,143
14177,87,4,542.62,2,4,3,243
14178,9,7,1543.94,5,5,4,554
14179,41,2,701.57,3,3,3,333
14180,11,25,4748.52,5,5,5,555
14184,67,1,452.89,3,1,3,313
14185,332,1,197.65,1,1,1,111
14188,31,6,1829.66,4,5,5,455
14189,3,15,4231.94,5,5,5,555
14191,2,13,4386.8,5,5,5,555
14193,68,2,768.95,3,3,3,333
14194,5,21,10911.16,5,5,5,555
14195,202,2,274.40000000000003,1,3,2,132
14196,107,1,90.72,2,1,1,211
14198,19,4,660.6,4,4,3,443
14199,219,1,185.39999999999998,1,1,1,111
14201,61,7,559.04,3,5,3,353
14204,3,1,150.61,5,1,1,511
14205,17,2,466.7,4,3,3,433
14206,240,1,328.15999999999997,1,1,2,112
14208,95,1,151.74,2,1,1,211
14209,11,6,1686.55,5,5,5,555
14210,106,6,1890.72,2,5,5,255
14211,54,9,1955.6,3,5,5,355
14214,31,5,997.54,4,4,4,444
14215,12,6,1738.72,5,5,5,555
14216,4,4,1634.8600000000001,5,4,4,544
14217,2,17,1871.78,5,5,5,555
14218,43,1,169.48000000000002,3,1,1,311
14219,5,1,89.94,5,1,1,511
14220,248,2,510.72,1,3,3,133
14221,43,9,3238.4,3,5,5,355
14222,178,1,586.45,2,1,3,213
14223,93,3,982.01,2,3,4,234
14224,111,4,890.81,2,4,4,244
14226,29,5,1481.19,4,4,4,444
14227,27,9,3320.7200000000003,4,5,5,455
14229,52,3,1116.0,3,3,4,334
14231,184,3,925.71,1,3,4,134
14232,43,5,1676.31,3,4,5,345
14233,50,4,916.9200000000001,3,4,4,344
14234,23,4,706.92,4,4,3,443
14235,76,5,1592.94,2,4,4,244
14236,81,2,318.54,2,3,2,232
14237,374,1,161.0,1,1,1,111
14238,327,1,126.05,1,1,1,111
14239,44,11,2380.85,3,5,5,355
14240,31,2,890.34,4,3,4,434
14241,184,1,213.70000000000002,1,1,2,112
14242,235,2,280.55,1,3,2,132
14243,9,10,2518.93,5,5,5,555
14245,220,2,1693.45,1,3,5,135
14246,111,3,1405.3,2,3,4,234
14247,279,1,136.76999999999998,1,1,1,111
14248,319,1,302.58,1,1,2,112
14250,8,3,1890.13,5,3,5,535
14251,2,5,1796.8200000000002,5,4,5,545
14256,261,2,969.0600000000001,1,3,4,134
14257,65,5,2598.6,3,4,5,345
14258,10,9,4089.36,5,5,5,555
14259,142,1,120.0,2,1,1,211
14261,51,2,1055.29,3,3,4,334
14262,9,8,2354.11,5,5,5,555
14264,155,2,333.97,2,3,2,232
14265,110,2,530.18,2,3,3,233
14267,163,3,1516.24,2,3,4,234
14270,332,1,492.65000000000003,1,1,3,113
14271,226,1,112.32,1,1,1,111
14272,74,2,400.0,2,3,2,232
14273,52,4,559.97,3,4,3,343
14276,99,3,1119.74,2,3,4,234
14277,16,3,3737.92,4,3,5,435
14280,197,1,134.04,1,1,1,111
14282,4,15,2651.88,5,5,5,555
14284,31,2,595.25,4,3,3,433
14285,22,4,1022.13,4,4,4,444
14286,24,3,4132.79,4,3,5,435
14287,9,2,159.35,5,3,1,531
14288,214,1,357.0,1,1,2,112
14289,9,6,911.26,5,5,4,554
14290,12,5,2314.65,5,4,5,545
14291,2,11,3789.65,5,5,5,555
14292,8,9,2576.53,5,5,5,555
14293,4,4,1046.56,5,4,4,544
